// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

444326 "- 城镇失守：剑士失去加成！-"
444327 "- 城镇失守：战车失去加成！-"
444328 "- 城镇失守：失去长生军加成！-"
444329 "- 城镇失守：失去长矛骑兵加成！-"
444330 "- 城镇失守：失去掷矛手加成！-"
444331 "- 城镇失守：失去轻型骑兵加成！-"
444332 "经济城镇中心"
444333 "军事城镇中心"
444334 "强化城镇中心"
444335 "- 将你在标记区域建造的城镇中心升级为强化城镇中心，山地居民将透露女祭司的位置。"
444358 "1. 护送补给车前往米利都，支援阿里斯塔格拉斯的舰队。\n\n2. 运送成功的每支车队还会为你带来资源。\n\n3. 本剧本包含一个光环任务。拜访女祭司并完成她的任务，就能为阿尔塔弗涅斯提供一个光环，强化附近的步兵、弓兵或骑兵。\n\n4. 要在 PC 上进贡：按右上角的外交按钮；在 Xbox 上：光标悬停在女祭司圣殿上方时按 Y 键；Xbox 替代方案：打开菜单，然后选择“聊天和外交”，然后选择“外交”选项卡。\n\n5. 在编年史中，你做出的一些决定会影响以后的剧本。在本剧本中，你为阿尔塔弗涅斯选择的光环效果会在以后的剧本中持续生效。\n\n6. 英雄可以获得多个光环效果。在以后的剧本中，你将有机会为阿尔塔弗涅斯添加额外的光环。\n\n7. 阿契美尼德人拥有可以调用的战车。这是一种能碾压附近步兵的强大骑兵单位。"
444359 "1. 你被限制在古典时代。\n\n2. 在与阿里斯塔格拉斯对抗之前，先发展你的经济和军队。记得生产大量村民！\n\n3. 所占领的每座城镇都会定期向你进贡，并为不同类型的单位提供独特加成。通过占领城镇的塔楼来夺回城镇 (减少其生命值，直到将它们招降)。\n\n4. 阿契美尼德人可以升级他们的城镇中心，以专注于经济生产力、军事生产力或防御能力。\n\n5. 在古典时代，你可以在堡垒中选择两种相互排斥的科技。选择其中一项将禁用另一项。\n\n6. 本剧本包含一个阿尔塔弗涅斯需要完成的光环任务：获得山民的信任，让他们透露女祭司的位置。\n\n7. 编年史具有跨剧本选择功能——你在一个剧本中做出的决定会影响以后的剧本。除了“护卫”和光环选择外，还有其他一些行动也会对以后的剧本产生微小的影响。\n\n8. 你可以在堡垒中招募剧本一中选择的护卫单位。\n\n9. 阿契美尼德人拥有可以调用的战车。这是一种能碾压附近步兵的强大骑兵单位。\n\n10. 长生军是阿契美尼德人的独特单位，他们既能使用长矛又能拿弓，可以在这两种武器之间切换。\n\n11. 此地区的河水深度太浅，不足以支撑建造战船。"
444360 "1. 欢迎来到编年史。\n\n2. 利用你所拥有的军队，按照命令行事，征服巴比伦。\n\n3. 在编年史中，你做出的一些决定会影响以后的剧本。在本剧本中，你选择的护卫会在以后的剧本中持续生效。\n\n4. 地图上可用的雇佣兵类型在每次游戏中都会有所不同。每种雇佣兵单位都有独特的加成和用途。\n\n5. 阿契美尼德人拥有可以调用的战车。这是一种能碾压附近步兵的强大骑兵单位。\n\n6. 长生军是阿契美尼德人的独特单位，他们既能使用长矛又能拿弓，可以在这两种武器之间切换。"
444361 "在女祭司圣殿为你的英雄选择一个光环效果。"
444362 "研究<b>经济城镇中心<b> (<cost>)\n将这个城镇中心升级为经济城镇中心，使附近所有村民采集速度提升 15%。"
444363 "研究<b>军事城镇中心<b> (<cost>)\n将这个城镇中心升级为军事城镇中心，使附近军事生产建筑工作速度提升 50%。"
444364 "研究<b>防御城镇中心<b> (<cost>)\n将这个城镇中心升级为防御城镇中心，增强耐久度和火力，并使附近所有单位攻击速度提升 15%。"
444365 "- 训练护卫单位 (需要建造一座堡垒)"
444366 "- 在堡垒训练更多护卫单位。"
444367 "一次只能训练数量有限的强力护卫单位。"
444368 "你为英雄选择的护卫单位也可以在堡垒进行训练。"
444369 "<b>阿尔塔弗涅斯<b> \n<hp> <attack> <armor> <piercearmor> <range>\n骑兵光环 I：使骑兵的攻击力 +4，使骑射手的攻击力 +2"
444370 "<b>阿尔塔弗涅斯<b> \n<hp> <attack> <armor> <piercearmor> <range>\n步兵光环 I：使步兵的攻击力 +4"
444371 "<b>阿尔塔弗涅斯<b> \n<hp> <attack> <armor> <piercearmor> <range>\n弓兵光环 I：使弓兵的攻击力 +2"



//
//Scenario Four
//

444400 "<ORANGE>达提斯：拿出储备物资！卫城不能沦陷！"
444401 "<ORANGE>阿尔塔弗涅斯：听到他的声音了，兄弟们！守住堡垒！"
444402 "<ORANGE>达提斯：虽然卫城可能暂时安全，但火势已经在下城区蔓延。在全部沦陷之前我们必须夺回萨迪斯！"
444403 "<ORANGE>阿尔塔弗涅斯：希腊主力军已在阿哥拉集结。现在我们人员太少，无法御敌。不过，如果我们能夺回城区，就有可能找到人员和武器。"
444404 "<ORANGE>达提斯：大火已经席卷了出售食物的摊位。"
444405 "<ORANGE>达提斯：铸币厂着火了。那里有我们可能用得上的熔炉。"
444406 "<ORANGE>达提斯：动物园着火了！里面的良马被浓烟呛到不行！"
444407 "<ORANGE>阿尔塔弗涅斯：闻到这恶臭就说明火势已经蔓延到皮革厂！"
444408 "<ORANGE>阿尔塔弗涅斯：铁匠铺着火了！我们应该尽可能把里面的武器抢救出来。"
444409 "<ORANGE>阿尔塔弗涅斯：烈焰已经蔓延到贵族区！拯救这个区域，然后征用他们的战车。"
444410 "<ORANGE>阿尔塔弗涅斯：弓匠的作坊着火了！"
444411 "<ORANGE>阿尔塔弗涅斯：大火借着风势蔓延到了农田！"
444412 "<ORANGE>达提斯：作恶多端的德弗…菜市场已经化为灰烬。"
444413 "<ORANGE>达提斯：帕克托鲁斯河畔的铸币厂已经运转了几十年。可如今，那里的熔炉却只剩下余烬在废墟之中奄奄一息。"
444414 "<ORANGE>达提斯：动物们都不见了踪影，尼萨亚出品的骏马被烧得只剩下残躯，静静地躺在地上。"
444415 "<ORANGE>达提斯：偌大的皮革厂就只剩下一堆堆烧焦的皮革。"
444416 "<ORANGE>阿尔塔弗涅斯：铁匠铺被烧毁了！精美的铁器都已变成了炉渣。"
444417 "<ORANGE>阿尔塔弗涅斯：雅典城曾经的顶级住宅区，如今只剩下满眼的灰烬。"
444418 "<ORANGE>阿尔塔弗涅斯：弓匠的作坊被烧成了木炭。"
444419 "<ORANGE>阿尔塔弗涅斯：焦黑的农田里没有一丝生机。从没有一场瘟疫能像这些希腊人这样造成如此大的破坏。"
444420 "<ORANGE>达提斯：三之分一的城市都被大火吞没。 "
444421 "<ORANGE>达提斯：超过一半的城市已在烈焰之中，我们必须抓紧时间。"
444422 "<ORANGE>达提斯：火势正在迅速蔓延，要加快脚步！"
444423 "<ORANGE>达提斯：铲除所有希腊人，趁一切还没有被破坏殆尽！"
444424 "<ORANGE>达提斯：噢，密特拉城已被大火吞没。"
444425 "<ORANGE>阿尔塔弗涅斯：市场没有着火。"
444426 "<ORANGE>阿尔塔弗涅斯：铸币厂安全了。掏空希腊人口袋里偷来的达里克。"
444427 "<ORANGE>达提斯：动物们和尼赛亚出产的毛发光泽的骏马都安全。"
444428 "<ORANGE>阿尔塔弗涅斯：我们拯救了皮革厂。"
444429 "<ORANGE>达提斯：铁匠铺安全了。马上让锻造厂运转起来。"
444430 "<ORANGE>阿尔塔弗涅斯：阿娜希塔庇佑，我们已经夺回了贵族区。"
444431 "<ORANGE>达提斯：我们再次控制住了弓匠的工坊。"
444432 "<ORANGE>达提斯：农田安全了。为士兵们收集些水果，为马匹收集饲料，我们必须重整旗鼓。"
444433 "<ORANGE>阿尔塔弗涅斯：我们夺下了菜市场…还剩下些什么。"
444434 "<ORANGE>阿尔塔弗涅斯：我们控制了铸币厂，不过我对这些熔炉能否尽快投入生产表示质疑。"
444435 "<ORANGE>达提斯：我们夺下了动物园。找一位祭司来为受到惊吓的马或是它们的灰烬做祷告。"
444436 "<ORANGE>阿尔塔弗涅斯：皮革厂现在对我们没用，不过这场大火至少让它没那么难闻了。"
444437 "<ORANGE>阿尔塔弗涅斯：我们夺回了铁匠铺。清理掉还在冒烟的金属废渣。"
444438 "<ORANGE>达提斯：我们重新拿下了贵族区…虽然精美的房子如今都披上了一层黑色的外壳。"
444439 "<ORANGE>达提斯：弓匠的工坊里被烧黑的遗迹现在归我们了。"
444440 "<ORANGE>阿尔塔弗涅斯：我们夺回了农田，可农田里的作物已所剩无几。"
444441 "<ORANGE>阿尔塔弗涅斯：我们夺回了所有主要区域。接下来，让我们前往阿哥拉来结束这一切。"
444442 "<ORANGE>阿尔塔弗涅斯：我们必须尽一切努力延缓火势蔓延。保护好水井！"
444443 "<ORANGE>达提斯：水井里的水将有助于灭火，但在我们赶走希腊人之前，我们无法完全扑灭它。"
444444 "<ORANGE>达提斯：希腊士兵就像来自阿雷祖拉的恶魔一样，不断涌入萨迪斯城中。我们要守住城门。"
444445 "<ORANGE>阿尔塔弗涅斯：北门是我们的了。不会再有希腊人从这里溜走。"
444446 "<ORANGE>阿尔塔弗涅斯：干得好，兄弟们，西边的城门属于我们。"
444447 "<ORANGE>阿尔塔弗涅斯：我们已经攻下了城门——快看啊，东边来了援军！"
444448 "<ORANGE>达提斯：看向南门：外围城镇来了援军！"
444449 "<ORANGE>达提斯：拯救那些士兵！"
444450 "<ORANGE>阿尔塔弗涅斯：这些人需要我们的帮助！"
444451 "<ORANGE>达提斯：萨迪斯的守卫者，我们会帮助你！"
444452 "<ORANGE>阿尔塔弗涅斯：希腊人把那些人包围了！"
444453 "<ORANGE>达提斯：保护那些人！"
444454 "<ORANGE>阿尔塔弗涅斯：拯救那些人！"
444455 "<ORANGE>达提斯：这些士兵需要我们的帮助！"
444456 "<ORANGE>阿尔塔弗涅斯：加入战斗——拯救这些人！"
444457 "<ORANGE>达提斯：这些勇敢的人需要我们的帮助！"
444458 "<ORANGE>阿尔塔弗涅斯：别让这些人被杀！"
444459 "<ORANGE>达提斯：这些人有麻烦了！"
444460 "<ORANGE>阿尔塔弗涅斯：把人从火边拉开！"
444461 "<ORANGE>达提斯：把人从那条燃烧的巷子里救出来！"
444462 "<ORANGE>阿尔塔弗涅斯：远离火焰，兄弟们！"
444463 "<ORANGE>达提斯：快离开那条燃烧的街道！"
444464 "<ORANGE>阿尔塔弗涅斯：烟雾会令人窒息——找另一条路！"
444465 "<ORANGE>达提斯：远离烟雾！"
444466 "<ORANGE>阿尔塔弗涅斯：赶紧离开巷子，免得你窒息而死！"
444467 "<BLUE>雅典人墨兰提俄斯：阿里斯塔格拉斯，这里的事态已经失控了——我们是来抢劫的，不是当刽子手！"
444468 "<BLUE>阿里斯塔格拉斯：阿尔塔弗涅斯，我的人已经占领了你美丽的宫殿。你从来没有宴请过我，我一直觉得这很无礼。"
444469 "<ORANGE>达提斯：这都是些什么恶魔啊，一时兴起就烧毁圣殿和违背誓言？"
444470 "<ORANGE>达提斯：他们烧毁了西布莉圣殿！这都是些什么肮脏的狗辈？"
444471 "<ORANGE>达提斯：就连死者也遭到了希腊人的亵渎——大墓地及其祭坛被毁！"
444472 "<ORANGE>阿尔塔弗涅斯：阿里斯塔格拉斯，多么完美的比喻啊：引火烧身，自取灭亡。"
444473 "<BLUE>阿里斯塔格拉斯：啊，现在看来，那场大火是一场意外——即使不是意外，那也是你用芦苇建造城市的错！"
444474 "<BLUE>阿里斯塔格拉斯：快逃吧，伙计们！尽可能收集战利品——在以弗所重新集结！"
444475 "<ORANGE>阿尔塔弗涅斯：我向密特拉发誓，一旦我灭了火，就一定要抓到你，阿里斯塔格拉斯，我会扯掉你那撒谎的舌头。"
444476 "4. 烈火焚城"
444477 "公元前 498 年，萨迪斯"
444478 "阿里斯塔格拉斯和希腊叛军突袭了萨迪斯城！ 战火在城内大街小巷肆虐之际，阿尔塔弗涅斯为了夺回自己的城市浴血奋战。"
444479 "雅典的墨兰提俄斯"
444480 "希腊军队"
444481 "萨迪斯驻扎"
444482 "米迪安骑兵"
444483 "阿耳忒弥斯圣殿"
444484 "西布莉圣殿"
444485 "大墓地"
444486 "食品市场"
444487 "铸币厂"
444488 "动物园"
444489 "皮革厂"
444490 "铁匠区"
444491 "贵族区"
444492 "弓匠作坊"
444493 "农田"
444494 "宫殿区"
444495 "阿哥拉"
444496 "雅典卫城"
444497 "井"
444498 "+ 保护卫城，顶住希腊人的攻击。"
444499 "+ 在萨迪斯被焚烧殆尽之前获胜。<BurntPercentage>% 已烧毁。"
444500 "+ 在阿哥拉击败阿里斯塔格拉斯。"
444501 "- 夺回城区即可获得资源并解锁单位：<Districts>/8 已夺回。"
444502 "- 夺回城区即可获得资源、生产建筑、科技并使用新单位：<Districts>/8 已夺回。"
444503 "- 夺回水井即可减缓火势。"
444504 "- 夺回水井即可减缓区域燃烧的速度。要夺回水井，杀死周围的敌方士兵。"
444505 "- 夺回城门 (摧毁希腊哨站)。"
444506 "- 摧毁北门、东门和西门附近的希腊哨站，夺回这些城门。"
444507 "- 救出 <skirmishers>/11 名萨迪斯的守卫者。"
444508 "已夺回食品市场！夺回其他区域以解锁更多单位，获得资源和奖励，并使用生产建筑。"
444509 "- 已夺回铸币厂：雇佣兵希腊步兵已解锁，近战单位攻击力已提升。-"
444510 "- 已夺回动物园：冲击骑兵已解锁。"
444511 "- 已夺回皮革厂：长生军已解锁，弓兵护甲已提升。-"
444512 "- 已夺回铁匠铺：投石手已解锁，步兵护甲已提升。-"
444513 "- 已夺回贵族区：精锐战车已解锁。"
444514 "- 已夺回弓匠工坊：弓兵已解锁，远程单位攻击力已提升！ -"
444515 "- 已夺回农田：骑射手已解锁，骑兵单位生命值已提升。-"
444516 "- 援军已经抵达南门！"
444517 "- 援军已经抵达东门！"
444518 "被烧毁区域：<BurntDistricts>/8"
444519 "重新夺回：区域燃烧的速度不那么快！"
444520 "<YELLOW>食物市场将在 %d 后烧毁。"
444521 "<YELLOW>铁匠铺将在 %d 后烧毁。"
444522 "<YELLOW>皮革厂将在 %d 后烧毁。"
444523 "<YELLOW>铸币厂将在 %d 后烧毁。"
444524 "<YELLOW>农田将在 %d 后烧毁。"
444525 "<YELLOW>弓匠作坊将在 %d 后烧毁。"
444526 "<YELLOW>兽园将在 %d 后烧毁。"
444527 "<YELLOW>贵族区将在 %d 后烧毁。"
444528 "- 以更少的资源夺回被烧毁的区域：已夺回 <Burnt Recovered> 个。"
444529 "<ORANGE>食物市场将在 %d 后烧毁。"
444530 "<ORANGE>铁匠铺将在 %d 后烧毁。"
444531 "<ORANGE>皮革厂将在 %d 后烧毁。"
444532 "<ORANGE>铸币厂将在 %d 后烧毁。"
444533 "<ORANGE>农田将在 %d 后烧毁。"
444534 "<ORANGE>弓匠作坊将在 %d 后烧毁。"
444535 "<ORANGE>兽园将在 %d 后烧毁。"
444536 "<ORANGE>贵族区将在 %d 后烧毁。"
444537 "<RED>食物市场将在 %d 后烧毁。"
444538 "<RED>铁匠铺将在 %d 后烧毁。"
444539 "<RED>皮革厂将在 %d 后烧毁。"
444540 "<RED>铸币厂将在 %d 后烧毁。"
444541 "<RED>农田将在 %d 后烧毁。"
444542 "<RED>弓箭匠的作坊将在 %d 后烧毁。"
444543 "<RED>兽园将在 %d 后烧毁。"
444544 "<RED>贵族区将在 %d 后烧毁。"
444545 "1. 通过击败中心建筑周围的单位来拯救一个区域。如此这个区域便归附于你，并会阻止它被烧毁。\n\n2. 每个区域可提供一次性资源流入，解锁不同单位，并允许使用生产建筑。\n\n3. 拯救尽可能多的区域，但不需要拯救所有区域。\n\n4. 已烧毁的区域仍然可以夺回。它们会给你提供一些资源，但比你拯救该区域所获得的资源要少，而且你无法使用该区域的生产建筑。\n\n5. 只要击败了附近的所有敌人，你的单位就会在圣殿附近自动进行治疗。\n\n6. 摧毁希腊哨站，夺回城门，以便你的军队能够顺利通过。"
